2144	1932	1865	1616	1403	1240	1069	996	819	737	702	588	393	301	168	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2159	743	126	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2097	3725	4409	4782	4997	5160	5331	5404	5581	5663	5698	5812	6007	6099	6232	6378	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6399	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6399	6400	6400	6400	6400	6400	6399	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6399	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6399	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400	6400
